Subject ID,Slice Index,sequence,Motion_Level,DISTS
brain_AXT1PRE_203_6000676,3,t1,g1,0.00988614559173584
brain_AXT1PRE_203_6000676,4,t1,g1,0.008703291416168213
brain_AXT1PRE_203_6000676,5,t1,g1,0.027309000492095947
brain_AXT1PRE_203_6000676,6,t1,g1,0.006443142890930176
brain_AXT1PRE_203_6000676,7,t1,g1,0.0037059783935546875
brain_AXT1PRE_203_6000676,8,t1,g1,0.006139636039733887
brain_AXT1PRE_203_6000676,9,t1,g1,0.007858037948608398
brain_AXT1PRE_203_6000668,0,t1,g1,0.022531211376190186
brain_AXT1PRE_203_6000668,1,t1,g1,0.022464990615844727
brain_AXT1PRE_203_6000668,2,t1,g1,0.024039387702941895
brain_AXT1PRE_203_6000668,3,t1,g1,0.02333754301071167
brain_AXT1PRE_203_6000668,4,t1,g1,0.02177417278289795
brain_AXT1PRE_203_6000668,5,t1,g1,0.022221088409423828
brain_AXT1PRE_203_6000668,6,t1,g1,0.026011765003204346
brain_AXT1PRE_203_6000668,7,t1,g1,0.011020243167877197
brain_AXT1PRE_203_6000668,8,t1,g1,0.012015938758850098
brain_AXT1PRE_203_6000668,9,t1,g1,0.017699003219604492
brain_AXT1PRE_203_6000719,0,t1,g1,0.024822533130645752
brain_AXT1PRE_203_6000719,1,t1,g1,0.019791901111602783
brain_AXT1PRE_203_6000719,2,t1,g1,0.023499608039855957
brain_AXT1PRE_203_6000719,3,t1,g1,0.014847397804260254
brain_AXT1PRE_203_6000719,4,t1,g1,0.008192658424377441
brain_AXT1PRE_203_6000719,5,t1,g1,0.0036389827728271484
brain_AXT1PRE_203_6000719,6,t1,g1,0.016995489597320557
brain_AXT1PRE_203_6000719,7,t1,g1,0.010480225086212158
brain_AXT1PRE_203_6000719,8,t1,g1,0.010600924491882324
brain_AXT1PRE_203_6000719,9,t1,g1,0.017650365829467773
brain_AXT1PRE_200_6002399,0,t1,g1,0.02271968126296997
brain_AXT1PRE_200_6002399,1,t1,g1,0.0076392292976379395
brain_AXT1PRE_200_6002399,2,t1,g1,0.014308571815490723
brain_AXT1PRE_200_6002399,3,t1,g1,0.010441422462463379
brain_AXT1PRE_200_6002399,4,t1,g1,0.013779044151306152
brain_AXT1PRE_200_6002399,5,t1,g1,0.008853256702423096
brain_AXT1PRE_200_6002399,6,t1,g1,0.009091377258300781
brain_AXT1PRE_200_6002399,7,t1,g1,0.008565425872802734
brain_AXT1PRE_200_6002399,8,t1,g1,0.008437812328338623
brain_AXT1PRE_200_6002399,9,t1,g1,0.012698471546173096
brain_AXT1PRE_203_6000674,0,t1,g1,0.01707172393798828
brain_AXT1PRE_203_6000674,1,t1,g1,0.02516913414001465
brain_AXT1PRE_203_6000674,2,t1,g1,0.00966489315032959
brain_AXT1PRE_203_6000674,3,t1,g1,0.005064666271209717
brain_AXT1PRE_203_6000674,4,t1,g1,0.009347259998321533
brain_AXT1PRE_203_6000674,5,t1,g1,0.006491363048553467
brain_AXT1PRE_203_6000674,6,t1,g1,0.00521397590637207
brain_AXT1PRE_203_6000674,7,t1,g1,0.015890777111053467
brain_AXT1PRE_203_6000674,8,t1,g1,0.018764793872833252
brain_AXT1PRE_203_6000674,9,t1,g1,0.010190308094024658
brain_AXT1PRE_203_6000715,0,t1,g1,0.06793045997619629
brain_AXT1PRE_203_6000715,1,t1,g1,0.017988264560699463
brain_AXT1PRE_203_6000715,2,t1,g1,0.020831525325775146
brain_AXT1PRE_203_6000715,3,t1,g1,0.03747415542602539
brain_AXT1PRE_203_6000715,4,t1,g1,0.03708928823471069
brain_AXT1PRE_203_6000715,5,t1,g1,0.01273876428604126
brain_AXT1PRE_203_6000715,6,t1,g1,0.021233081817626953
brain_AXT1PRE_203_6000715,7,t1,g1,0.010639548301696777
brain_AXT1PRE_203_6000715,8,t1,g1,0.015461564064025879
brain_AXT1PRE_203_6000715,9,t1,g1,0.01232898235321045
brain_AXT1PRE_203_6000709,0,t1,g1,0.006461024284362793
brain_AXT1PRE_203_6000709,1,t1,g1,0.0259438157081604
brain_AXT1PRE_203_6000709,2,t1,g1,0.06278085708618164
brain_AXT1PRE_203_6000709,3,t1,g1,0.027389883995056152
brain_AXT1PRE_203_6000709,4,t1,g1,0.013758242130279541
brain_AXT1PRE_203_6000709,5,t1,g1,0.012565135955810547
brain_AXT1PRE_203_6000709,6,t1,g1,0.012869656085968018
brain_AXT1PRE_203_6000709,7,t1,g1,0.012660384178161621
brain_AXT1PRE_203_6000709,8,t1,g1,0.00517582893371582
brain_AXT1PRE_203_6000709,9,t1,g1,0.013208568096160889
brain_AXT1PRE_200_6002421,0,t1,g1,0.025792241096496582
brain_AXT1PRE_200_6002421,1,t1,g1,0.0528256893157959
brain_AXT1PRE_200_6002421,2,t1,g1,0.026022493839263916
brain_AXT1PRE_200_6002421,3,t1,g1,0.015095710754394531
brain_AXT1PRE_200_6002421,4,t1,g1,0.028714537620544434
brain_AXT1PRE_200_6002421,5,t1,g1,0.023350656032562256
brain_AXT1PRE_200_6002421,6,t1,g1,0.012699365615844727
brain_AXT1PRE_200_6002421,7,t1,g1,0.03151369094848633
brain_AXT1PRE_200_6002421,8,t1,g1,0.02289503812789917
brain_AXT1PRE_200_6002421,9,t1,g1,0.016895174980163574
brain_AXT1PRE_203_6000717,0,t1,g1,0.03686034679412842
brain_AXT1PRE_203_6000717,1,t1,g1,0.04383993148803711
brain_AXT1PRE_203_6000717,2,t1,g1,0.02689659595489502
brain_AXT1PRE_203_6000717,3,t1,g1,0.017657101154327393
brain_AXT1PRE_203_6000717,4,t1,g1,0.011675596237182617
brain_AXT1PRE_203_6000717,5,t1,g1,0.015047252178192139
brain_AXT1PRE_203_6000717,6,t1,g1,0.006538867950439453
brain_AXT1PRE_203_6000717,7,t1,g1,0.01712489128112793
brain_AXT1PRE_203_6000717,8,t1,g1,0.00975579023361206
brain_AXT1PRE_203_6000717,9,t1,g1,0.010777533054351807
brain_AXT1PRE_203_6000744,0,t1,g1,0.04244101047515869
brain_AXT1PRE_203_6000744,1,t1,g1,0.03504359722137451
brain_AXT1PRE_203_6000744,2,t1,g1,0.01404428482055664
brain_AXT1PRE_203_6000744,3,t1,g1,0.02034926414489746
brain_AXT1PRE_203_6000744,4,t1,g1,0.014204800128936768
brain_AXT1PRE_203_6000744,5,t1,g1,0.006219983100891113
brain_AXT1PRE_203_6000744,6,t1,g1,0.011029660701751709
brain_AXT1PRE_203_6000744,7,t1,g1,0.02122288942337036
brain_AXT1PRE_203_6000744,8,t1,g1,0.017840027809143066
brain_AXT1PRE_203_6000744,9,t1,g1,0.012919127941131592
brain_AXT1PRE_203_6000777,0,t1,g1,0.04761004447937012
brain_AXT1PRE_203_6000777,1,t1,g1,0.018182694911956787
brain_AXT1PRE_203_6000777,2,t1,g1,0.02284979820251465
brain_AXT1PRE_203_6000777,3,t1,g1,0.010936319828033447
brain_AXT1PRE_203_6000777,4,t1,g1,0.011634111404418945
brain_AXT1PRE_203_6000777,5,t1,g1,0.020020723342895508
brain_AXT1PRE_203_6000777,6,t1,g1,0.019514501094818115
brain_AXT1PRE_203_6000777,7,t1,g1,0.01663154363632202
brain_AXT1PRE_203_6000777,8,t1,g1,0.01031726598739624
brain_AXT1PRE_203_6000777,9,t1,g1,0.02068173885345459
brain_AXT1PRE_200_6002395,0,t1,g1,0.04116553068161011
brain_AXT1PRE_200_6002395,1,t1,g1,0.02353304624557495
brain_AXT1PRE_200_6002395,2,t1,g1,0.03422921895980835
brain_AXT1PRE_200_6002395,3,t1,g1,0.03859245777130127
brain_AXT1PRE_200_6002395,4,t1,g1,0.006667435169219971
brain_AXT1PRE_200_6002395,5,t1,g1,0.011243104934692383
brain_AXT1PRE_200_6002395,6,t1,g1,0.006883859634399414
brain_AXT1PRE_200_6002395,7,t1,g1,0.010429799556732178
brain_AXT1PRE_200_6002395,8,t1,g1,0.007327079772949219
brain_AXT1PRE_200_6002395,9,t1,g1,0.007683873176574707
brain_AXT1PRE_203_6000721,0,t1,g1,0.013071835041046143
brain_AXT1PRE_203_6000721,1,t1,g1,0.016359329223632812
brain_AXT1PRE_203_6000721,2,t1,g1,0.012978792190551758
brain_AXT1PRE_203_6000721,3,t1,g1,0.05298447608947754
brain_AXT1PRE_203_6000721,4,t1,g1,0.022486329078674316
brain_AXT1PRE_203_6000721,5,t1,g1,0.008090794086456299
brain_AXT1PRE_203_6000721,6,t1,g1,0.014072895050048828
brain_AXT1PRE_203_6000721,7,t1,g1,0.012279510498046875
brain_AXT1PRE_203_6000721,8,t1,g1,0.01086193323135376
brain_AXT1PRE_203_6000721,9,t1,g1,0.00744706392288208
brain_AXT1PRE_203_6000761,0,t1,g1,0.022717416286468506
brain_AXT1PRE_203_6000761,1,t1,g1,0.04119497537612915
brain_AXT1PRE_203_6000761,2,t1,g1,0.030414044857025146
brain_AXT1PRE_203_6000761,3,t1,g1,0.025883197784423828
brain_AXT1PRE_203_6000761,4,t1,g1,0.01441890001296997
brain_AXT1PRE_203_6000761,5,t1,g1,0.007492780685424805
brain_AXT1PRE_203_6000761,6,t1,g1,0.013185203075408936
brain_AXT1PRE_203_6000761,7,t1,g1,0.009014487266540527
brain_AXT1PRE_203_6000761,8,t1,g1,0.005478620529174805
brain_AXT1PRE_203_6000761,9,t1,g1,0.011721014976501465
brain_AXT1PRE_209_6001219,0,t1,g1,0.04978066682815552
brain_AXT1PRE_209_6001219,1,t1,g1,0.05645102262496948
brain_AXT1PRE_209_6001219,2,t1,g1,0.0347631573677063
brain_AXT1PRE_209_6001219,3,t1,g1,0.011196255683898926
brain_AXT1PRE_209_6001219,4,t1,g1,0.012238621711730957
brain_AXT1PRE_209_6001219,5,t1,g1,0.012120664119720459
brain_AXT1PRE_209_6001219,6,t1,g1,0.01466989517211914
brain_AXT1PRE_209_6001219,7,t1,g1,0.01338428258895874
brain_AXT1PRE_209_6001219,8,t1,g1,0.008208990097045898
brain_AXT1PRE_209_6001219,9,t1,g1,0.010659575462341309
brain_AXT1PRE_203_6000843,0,t1,g1,0.015301644802093506
brain_AXT1PRE_203_6000843,1,t1,g1,0.01891779899597168
brain_AXT1PRE_203_6000843,2,t1,g1,0.021527230739593506
brain_AXT1PRE_203_6000843,3,t1,g1,0.057965636253356934
brain_AXT1PRE_203_6000843,4,t1,g1,0.032510995864868164
brain_AXT1PRE_203_6000843,5,t1,g1,0.05031663179397583
brain_AXT1PRE_203_6000843,6,t1,g1,0.011555373668670654
brain_AXT1PRE_203_6000843,7,t1,g1,0.009515106678009033
brain_AXT1PRE_203_6000843,8,t1,g1,0.008999407291412354
brain_AXT1PRE_203_6000843,9,t1,g1,0.006086945533752441
brain_AXT1PRE_203_6000724,0,t1,g1,0.007622838020324707
brain_AXT1PRE_203_6000724,1,t1,g1,0.005795300006866455
brain_AXT1PRE_203_6000724,2,t1,g1,0.015204131603240967
brain_AXT1PRE_203_6000724,3,t1,g1,0.018089890480041504
brain_AXT1PRE_203_6000724,4,t1,g1,0.034671902656555176
brain_AXT1PRE_203_6000724,5,t1,g1,0.031162142753601074
brain_AXT1PRE_203_6000724,6,t1,g1,0.008193254470825195
brain_AXT1PRE_203_6000724,7,t1,g1,0.005899250507354736
brain_AXT1PRE_203_6000724,8,t1,g1,0.017253875732421875
brain_AXT1PRE_203_6000724,9,t1,g1,0.014012336730957031
brain_AXT1PRE_200_6002378,0,t1,g1,0.03427201509475708
brain_AXT1PRE_200_6002378,1,t1,g1,0.013191461563110352
brain_AXT1PRE_200_6002378,2,t1,g1,0.036251842975616455
brain_AXT1PRE_200_6002378,3,t1,g1,0.015455842018127441
brain_AXT1PRE_200_6002378,4,t1,g1,0.01879274845123291
brain_AXT1PRE_200_6002378,5,t1,g1,0.011411845684051514
brain_AXT1PRE_200_6002378,6,t1,g1,0.004294395446777344
brain_AXT1PRE_200_6002378,7,t1,g1,0.006643116474151611
brain_AXT1PRE_200_6002378,8,t1,g1,0.010093450546264648
brain_AXT1PRE_200_6002378,9,t1,g1,0.010293662548065186
brain_AXT1PRE_209_6001267,0,t1,g1,0.018717408180236816
brain_AXT1PRE_209_6001267,1,t1,g1,0.014469385147094727
brain_AXT1PRE_209_6001267,2,t1,g1,0.02638399600982666
brain_AXT1PRE_209_6001267,3,t1,g1,0.031624436378479004
brain_AXT1PRE_209_6001267,4,t1,g1,0.049028754234313965
brain_AXT1PRE_209_6001267,5,t1,g1,0.005435645580291748
brain_AXT1PRE_209_6001267,6,t1,g1,0.014264702796936035
brain_AXT1PRE_209_6001267,7,t1,g1,0.01035451889038086
brain_AXT1PRE_209_6001267,8,t1,g1,0.013655424118041992
brain_AXT1PRE_209_6001267,9,t1,g1,0.014588117599487305
brain_AXT1PRE_203_6000807,0,t1,g1,0.030697286128997803
brain_AXT1PRE_203_6000807,1,t1,g1,0.014045357704162598
brain_AXT1PRE_203_6000807,2,t1,g1,0.028835415840148926
brain_AXT1PRE_203_6000807,3,t1,g1,0.020858466625213623
brain_AXT1PRE_203_6000807,4,t1,g1,0.010044515132904053
brain_AXT1PRE_203_6000807,5,t1,g1,0.0060929059982299805
brain_AXT1PRE_203_6000807,6,t1,g1,0.012367784976959229
brain_AXT1PRE_203_6000807,7,t1,g1,0.00937575101852417
brain_AXT1PRE_203_6000807,8,t1,g1,0.01478588581085205
brain_AXT1PRE_203_6000807,9,t1,g1,0.012207984924316406
brain_AXT1PRE_203_6000856,0,t1,g1,0.011657178401947021
brain_AXT1PRE_203_6000856,1,t1,g1,0.018744289875030518
brain_AXT1PRE_203_6000856,2,t1,g1,0.0038399100303649902
brain_AXT1PRE_203_6000856,3,t1,g1,0.02614879608154297
brain_AXT1PRE_203_6000856,4,t1,g1,0.023193061351776123
brain_AXT1PRE_203_6000856,5,t1,g1,0.011186420917510986
brain_AXT1PRE_203_6000856,6,t1,g1,0.010568380355834961
brain_AXT1PRE_203_6000856,7,t1,g1,0.008626937866210938
brain_AXT1PRE_203_6000856,8,t1,g1,0.01261812448501587
brain_AXT1PRE_203_6000856,9,t1,g1,0.0059143900871276855
brain_AXT1PRE_203_6000811,0,t1,g1,0.05662071704864502
brain_AXT1PRE_203_6000811,1,t1,g1,0.039584577083587646
brain_AXT1PRE_203_6000811,2,t1,g1,0.02103734016418457
brain_AXT1PRE_203_6000811,3,t1,g1,0.02353966236114502
brain_AXT1PRE_203_6000811,4,t1,g1,0.018801867961883545
brain_AXT1PRE_203_6000811,5,t1,g1,0.04509735107421875
brain_AXT1PRE_203_6000811,6,t1,g1,0.040086448192596436
