Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,LPIPS,Motion_Level,sequence
brain_AXT1PRE_210_6001656,6,0.9982193781063498,0.9996,0.9326,46.935327400337385,0.0228082034736871,1,t1
brain_AXT1PRE_210_6001656,7,0.9993569941822528,0.9998,0.9574,46.18496891078527,0.0137563375756144,1,t1
brain_AXT1PRE_210_6001656,8,0.9985128244103976,0.9996,0.9296,41.79763145457947,0.0232606753706932,1,t1
brain_AXT1PRE_210_6001656,9,0.9989759416147088,0.9997,0.9406,47.3555238423948,0.0167955439537763,1,t1
brain_AXT1PRE_209_6001470,0,0.9901774618668882,0.9986,0.8663,42.75318711609332,0.0509522892534732,1,t1
brain_AXT1PRE_209_6001470,1,0.9978844079115016,0.9995,0.8938,40.46054078310977,0.0306994058191776,1,t1
brain_AXT1PRE_209_6001470,2,0.9912220990315294,0.9983,0.8494,37.46828415797813,0.0582180321216583,1,t1
brain_AXT1PRE_209_6001470,3,0.9971914921612194,0.9995,0.9364,44.87348077359712,0.0231462325900793,1,t1
brain_AXT1PRE_209_6001470,4,0.990416753445742,0.9989,0.8633,39.22460008401436,0.0465796254575252,1,t1
brain_AXT1PRE_209_6001470,5,0.9973117529006011,0.9996,0.9226,42.62726849814524,0.0239724498242139,1,t1
brain_AXT1PRE_209_6001470,6,0.9953375657382582,0.9994,0.9056,43.0169197204352,0.0298090390861034,1,t1
brain_AXT1PRE_209_6001470,7,0.9939438580110042,0.9994,0.9042,40.57905204737221,0.0244315415620803,1,t1
brain_AXT1PRE_209_6001470,8,0.998770026060636,0.9997,0.9419,43.48591185469458,0.0142104299739003,1,t1
brain_AXT1PRE_209_6001470,9,0.9965353492507704,0.9992,0.8887,44.339066222950414,0.0265271719545125,1,t1
brain_AXT1PRE_209_6001324,0,0.9988524631694004,0.9998,0.9572,42.14645121583391,0.0116932615637779,1,t1
brain_AXT1PRE_209_6001324,1,0.9959203617049278,0.9991,0.8875,39.07489304032272,0.0310695208609104,1,t1
brain_AXT1PRE_209_6001324,2,0.9911151994896809,0.999,0.8821,39.083509080645634,0.035847894847393,1,t1
brain_AXT1PRE_209_6001324,3,0.9861790175960834,0.9983,0.8516,39.65063006134632,0.0453290790319442,1,t1
brain_AXT1PRE_209_6001324,4,0.9934386466348842,0.9991,0.8815,41.57506763581416,0.0332128778100013,1,t1
brain_AXT1PRE_209_6001324,5,0.998007326314357,0.9996,0.9196,44.32408542385549,0.0217746756970882,1,t1
brain_AXT1PRE_209_6001324,6,0.9969087774617404,0.9994,0.9133,41.55376912498597,0.0243664793670177,1,t1
brain_AXT1PRE_209_6001324,7,0.997735969807717,0.9995,0.9075,42.91500928827902,0.023538114503026,1,t1
brain_AXT1PRE_209_6001324,8,0.9948822711105734,0.9992,0.8678,40.526303982120425,0.0313645377755165,1,t1
brain_AXT1PRE_209_6001324,9,0.9955223888358752,0.9993,0.8892,40.34967590806247,0.0251181069761514,1,t1
brain_AXT1PRE_209_6001285,0,0.998912323950932,0.9997,0.9484,44.553396972590974,0.0188207980245351,1,t1
brain_AXT1PRE_209_6001285,1,0.9916052891348216,0.9985,0.8787,39.17426733191546,0.0435258895158767,1,t1
brain_AXT1PRE_209_6001285,2,0.9898744506006956,0.9985,0.8656,40.400540648903565,0.0498831085860729,1,t1
brain_AXT1PRE_209_6001285,3,0.9975867215951256,0.9994,0.9296,45.662109237601726,0.0241634789854288,1,t1
brain_AXT1PRE_209_6001285,4,0.9941640716268224,0.9991,0.8939,37.81287074452388,0.0304486881941556,1,t1
brain_AXT1PRE_209_6001285,5,0.9934633291045968,0.9992,0.8933,41.64724083289218,0.0313083492219448,1,t1
brain_AXT1PRE_209_6001285,6,0.9980562969394708,0.9997,0.94,44.45672535956742,0.0160159096121788,1,t1
brain_AXT1PRE_209_6001285,7,0.9930021085780252,0.9991,0.8708,42.411999076761646,0.0342226400971412,1,t1
brain_AXT1PRE_209_6001285,8,0.9980004584052652,0.9997,0.9429,46.90452798289393,0.0143863996490836,1,t1
brain_AXT1PRE_209_6001285,9,0.9977315847561844,0.9994,0.867,43.119300774247066,0.0328985527157783,1,t1
brain_AXT1PRE_209_6001235,0,0.9892473217395422,0.9985,0.8581,39.4330307533282,0.0596727356314659,1,t1
brain_AXT1PRE_209_6001235,1,0.9926100007622992,0.9992,0.8864,37.83115854413916,0.0387172475457191,1,t1
brain_AXT1PRE_209_6001235,2,0.998388152881191,0.9997,0.9423,45.62886617188683,0.01811283826828,1,t1
brain_AXT1PRE_209_6001235,3,0.9938555220603636,0.9991,0.879,42.38124094761746,0.0386441461741924,1,t1
brain_AXT1PRE_209_6001235,4,0.996136900202384,0.9992,0.8633,42.492764276006376,0.0369093567132949,1,t1
brain_AXT1PRE_209_6001235,5,0.9894398230730936,0.999,0.8674,40.01951871866094,0.0409355163574218,1,t1
brain_AXT1PRE_209_6001235,6,0.9981877635908556,0.9996,0.9168,41.91440052470088,0.0199837014079093,1,t1
brain_AXT1PRE_209_6001235,7,0.9940211216339938,0.9993,0.8991,41.4449664057307,0.0229515749961137,1,t1
brain_AXT1PRE_209_6001235,8,0.9934241721361392,0.9989,0.8582,37.49975775484853,0.0310462806373834,1,t1
brain_AXT1PRE_209_6001235,9,0.9940065719731384,0.9989,0.8479,40.05188596984116,0.0321178212761879,1,t1
brain_AXT1PRE_209_6001178,0,0.994638375455126,0.999,0.8683,43.31749783583163,0.0342239253222942,1,t1
brain_AXT1PRE_209_6001178,1,0.9939756124311832,0.9988,0.8733,40.7932066326044,0.0349999107420444,1,t1
brain_AXT1PRE_209_6001178,2,0.9909772768097758,0.9985,0.8479,39.06125167022429,0.0380225032567977,1,t1
brain_AXT1PRE_209_6001178,3,0.9983026242688756,0.9996,0.9444,42.87729009814502,0.0132687976583838,1,t1
brain_AXT1PRE_209_6001178,4,0.9978921879593406,0.9995,0.9225,44.665534936667626,0.0206861980259418,1,t1
brain_AXT1PRE_209_6001178,5,0.9981320328151918,0.9995,0.9168,45.36764222092216,0.0206549353897571,1,t1
brain_AXT1PRE_209_6001178,6,0.9982214136708928,0.9996,0.9084,44.72582260076798,0.0223306808620691,1,t1
brain_AXT1PRE_209_6001178,7,0.9904301799835488,0.9987,0.8681,39.26547467969456,0.0378266535699367,1,t1
brain_AXT1PRE_209_6001178,8,0.996759201569285,0.9992,0.8579,41.8553587708105,0.0331511907279491,1,t1
brain_AXT1PRE_209_6001178,9,0.9963543676427304,0.9991,0.8661,40.81768022651672,0.0332713462412357,1,t1
brain_AXT1PRE_209_6001122,0,0.9884186018975168,0.9987,0.8615,37.37415942611125,0.0557515248656272,1,t1
brain_AXT1PRE_209_6001122,1,0.993304339719034,0.9989,0.8874,41.2661121393097,0.0387970954179763,1,t1
brain_AXT1PRE_209_6001122,2,0.99651148183504,0.9994,0.9291,40.10652198852661,0.0220090225338935,1,t1
brain_AXT1PRE_209_6001122,3,0.9923505688201312,0.9988,0.8947,41.79712551698164,0.0348440632224082,1,t1
brain_AXT1PRE_209_6001122,4,0.9951144121703076,0.9993,0.9006,40.725244858946525,0.0296646170318126,1,t1
brain_AXT1PRE_209_6001122,5,0.9901059312804256,0.9988,0.8586,39.78495827094711,0.0376036129891872,1,t1
brain_AXT1PRE_209_6001122,6,0.9977946435181632,0.9995,0.9089,41.824678987907255,0.0224671214818954,1,t1
brain_AXT1PRE_209_6001122,7,0.9940170018579838,0.9995,0.9351,40.60008839567189,0.0137274023145437,1,t1
brain_AXT1PRE_209_6001122,8,0.9945494480191994,0.9988,0.8316,39.795583626127765,0.0359128713607788,1,t1
brain_AXT1PRE_209_6001122,9,0.994842910050496,0.9989,0.8485,39.070033396673495,0.0318202152848243,1,t1
brain_AXT1PRE_203_6000860,0,0.9716817530656056,0.9968,0.7609,30.02112790330239,0.0732878595590591,1,t1
brain_AXT1PRE_203_6000860,1,0.9947420636917924,0.999,0.8898,34.43315860420943,0.0273075327277183,1,t1
brain_AXT1PRE_203_6000860,2,0.9897320546959824,0.9986,0.8789,37.52876876718278,0.0386554412543773,1,t1
brain_AXT1PRE_203_6000860,3,0.9919425372539964,0.9989,0.8936,34.18345720942497,0.0271869022399187,1,t1
brain_AXT1PRE_203_6000860,4,0.9965295645078666,0.9994,0.914,43.98130134067561,0.0245072580873966,1,t1
brain_AXT1PRE_203_6000860,5,0.9884999721827368,0.9982,0.8433,37.129908652931874,0.0362173281610012,1,t1
brain_AXT1PRE_203_6000860,6,0.9789171204803124,0.9979,0.8118,34.5100100066793,0.0466805882751941,1,t1
brain_AXT1PRE_203_6000860,7,0.9967127453110106,0.9992,0.8548,40.73720303173262,0.0308128204196691,1,t1
brain_AXT1PRE_203_6000860,8,0.9904018546389816,0.9981,0.8131,37.64620360606618,0.0374381020665168,1,t1
brain_AXT1PRE_203_6000860,9,0.99557653548843,0.9992,0.8688,39.16245573858435,0.0247380379587411,1,t1
brain_AXT1PRE_203_6000862,0,0.9682064045003546,0.9968,0.7757,35.0854726077598,0.0692847222089767,1,t1
brain_AXT1PRE_203_6000862,1,0.9915342216696856,0.9986,0.8723,40.35323292853954,0.033939067274332,1,t1
brain_AXT1PRE_203_6000862,2,0.9973298045771424,0.9995,0.9188,39.79964819131054,0.0220356956124305,1,t1
brain_AXT1PRE_203_6000862,3,0.9950728738491216,0.9993,0.9132,43.94243631483855,0.0212300810962915,1,t1
brain_AXT1PRE_203_6000862,4,0.993689091121922,0.999,0.8766,42.16129101942465,0.0311255883425474,1,t1
brain_AXT1PRE_203_6000862,5,0.9969561290124312,0.9994,0.8935,43.39243816835363,0.0244301594793796,1,t1
brain_AXT1PRE_203_6000862,6,0.9947852594173052,0.9991,0.8664,38.89546510501088,0.0291403178125619,1,t1
brain_AXT1PRE_203_6000862,7,0.9983455149672096,0.9995,0.9148,42.456985458057126,0.0177331008017063,1,t1
brain_AXT1PRE_203_6000862,8,0.9951797125706552,0.9988,0.8113,35.94951067373931,0.0401469580829143,1,t1
brain_AXT1PRE_203_6000862,9,0.997986234977268,0.9994,0.8823,41.48476528671637,0.0246351659297943,1,t1
brain_AXT1PRE_203_6000873,0,0.987902804255118,0.9982,0.8367,38.59422248848307,0.0495626628398895,1,t1
brain_AXT1PRE_203_6000873,1,0.9980967718339248,0.9996,0.9359,44.57634096816291,0.0178032033145427,1,t1
brain_AXT1PRE_203_6000873,2,0.9930811538761576,0.9986,0.8721,39.8319176297248,0.0375774540007114,1,t1
brain_AXT1PRE_203_6000873,3,0.981523750122465,0.9984,0.8623,40.39927049266967,0.0409395769238472,1,t1
brain_AXT1PRE_203_6000873,4,0.9817103314046908,0.998,0.84,40.507371136552905,0.0435614958405494,1,t1
brain_AXT1PRE_203_6000873,5,0.9925663388637248,0.999,0.8859,41.85529679897626,0.0288735516369342,1,t1
brain_AXT1PRE_203_6000873,6,0.9940258573895386,0.9989,0.8642,39.23679425827364,0.0361165031790733,1,t1
brain_AXT1PRE_203_6000873,7,0.9989097890637842,0.9998,0.9599,43.4648349864309,0.0102325566112995,1,t1
brain_AXT1PRE_203_6000873,8,0.9932646020773735,0.9991,0.8738,41.14635793084963,0.0280425362288951,1,t1
brain_AXT1PRE_203_6000873,9,0.9927263780584996,0.9988,0.8473,40.34729310165753,0.0332252755761146,1,t1
brain_AXT1PRE_203_6000837,0,0.9636002517496028,0.9951,0.7174,33.48593807192322,0.1036413386464119,1,t1
brain_AXT1PRE_203_6000837,1,0.9941448107249412,0.9988,0.8753,36.970230085231385,0.0303343571722507,1,t1
brain_AXT1PRE_203_6000837,2,0.9595571428884114,0.9966,0.7602,29.26560827611496,0.0739185959100723,1,t1
brain_AXT1PRE_203_6000837,3,0.997703299029284,0.9996,0.9391,44.51950291557851,0.0153083484619855,1,t1
brain_AXT1PRE_203_6000837,4,0.9779445147321448,0.9975,0.7885,35.044449347555016,0.0647889152169227,1,t1
brain_AXT1PRE_203_6000837,5,0.9828117209123244,0.998,0.816,38.21607478874936,0.0495750233530998,1,t1
brain_AXT1PRE_203_6000837,6,0.997157465079694,0.9995,0.9315,42.10426858248147,0.0174317006021738,1,t1
brain_AXT1PRE_203_6000837,7,0.988637154239924,0.9986,0.8393,37.23183500823448,0.0362171977758407,1,t1
brain_AXT1PRE_203_6000837,8,0.993051837412988,0.999,0.8656,41.06843917892518,0.0309191066771745,1,t1
brain_AXT1PRE_203_6000837,9,0.9900438923045944,0.9985,0.836,39.41334875628529,0.0345432348549366,1,t1
brain_AXT1PRE_203_6000833,0,0.9974807929533992,0.9994,0.904,34.43433080850669,0.0254839099943637,1,t1
brain_AXT1PRE_203_6000833,1,0.9839143282309728,0.9978,0.8292,37.63709758575095,0.0525315776467323,1,t1
brain_AXT1PRE_203_6000833,2,0.985831941798187,0.9974,0.8208,35.65431160419324,0.0556374825537204,1,t1
brain_AXT1PRE_203_6000833,3,0.993395271376442,0.9988,0.8606,40.50087072486221,0.0402266196906566,1,t1
brain_AXT1PRE_203_6000833,4,0.9971718335895084,0.9994,0.9087,42.13983037202647,0.0262520462274551,1,t1
brain_AXT1PRE_203_6000833,5,0.9979912288350984,0.9997,0.9482,44.22300401308039,0.013520672917366,1,t1
brain_AXT1PRE_203_6000833,6,0.996556758773816,0.9993,0.9054,40.02542175312067,0.0213094353675842,1,t1
brain_AXT1PRE_203_6000833,7,0.9914194940050344,0.999,0.8855,40.1167017300681,0.0237270481884479,1,t1
brain_AXT1PRE_203_6000833,8,0.9961146313765156,0.9993,0.8756,42.31859086028293,0.0256711300462484,1,t1
brain_AXT1PRE_203_6000833,9,0.9886551290437212,0.9984,0.813,38.98622150851161,0.0380531847476959,1,t1
brain_AXT1PRE_203_6000821,0,0.9907343090111776,0.9982,0.8046,34.04660775290709,0.0570511631667614,1,t1
brain_AXT1PRE_203_6000821,1,0.9958909549164964,0.9993,0.9196,44.33620228532067,0.0205342713743448,1,t1
brain_AXT1PRE_203_6000821,2,0.985982710872152,0.9975,0.7851,32.40213982967991,0.0613953471183776,1,t1
brain_AXT1PRE_203_6000821,3,0.979380059641632,0.9971,0.7832,32.069052471627,0.0639246553182601,1,t1
brain_AXT1PRE_203_6000821,4,0.9806715413605592,0.9974,0.8105,31.13992374730374,0.0558453574776649,1,t1
brain_AXT1PRE_203_6000821,5,0.9981110932058708,0.9996,0.9338,41.15077331995764,0.0162271633744239,1,t1
brain_AXT1PRE_203_6000821,6,0.9943327485511152,0.999,0.84,35.9983703648137,0.0330912470817565,1,t1
brain_AXT1PRE_203_6000821,7,0.9783845116731216,0.9972,0.757,30.891502346141788,0.0463516190648078,1,t1
brain_AXT1PRE_203_6000821,8,0.9958343281874416,0.999,0.8461,41.76227469367721,0.0270286686718463,1,t1
brain_AXT1PRE_203_6000821,9,0.9807188449841754,0.9973,0.7598,38.056252215991776,0.0416067242622375,1,t1
brain_AXT1PRE_203_6000801,0,0.9791039238865782,0.9974,0.803,37.21848290706105,0.0600529089570045,1,t1
brain_AXT1PRE_203_6000801,1,0.9944204939151176,0.999,0.8834,41.62412404974616,0.0300350673496723,1,t1
brain_AXT1PRE_203_6000801,2,0.9910225066688216,0.9984,0.8404,41.61676082821706,0.0403754040598869,1,t1
brain_AXT1PRE_203_6000801,3,0.991935620319596,0.9986,0.8638,37.65733544136118,0.0343589633703231,1,t1
brain_AXT1PRE_203_6000801,4,0.9949275057724756,0.9991,0.8823,40.58357065522024,0.0265160873532295,1,t1
brain_AXT1PRE_203_6000801,5,0.9953263460770062,0.9991,0.8432,41.03060667269468,0.0319327674806118,1,t1
brain_AXT1PRE_203_6000801,6,0.990614103257926,0.9988,0.8092,38.7169431697701,0.0385060310363769,1,t1
brain_AXT1PRE_203_6000801,7,0.9923939612089756,0.9983,0.8178,40.62634239117664,0.0389728136360645,1,t1
brain_AXT1PRE_203_6000801,8,0.989573053597215,0.9988,0.8415,39.1555903184575,0.0310721565037965,1,t1
brain_AXT1PRE_203_6000801,9,0.9926376177713576,0.9989,0.8449,40.4683530121125,0.0311877876520156,1,t1
brain_AXT1PRE_203_6000805,0,0.989171258165951,0.9977,0.809,33.57752294739628,0.059159480035305,1,t1
brain_AXT1PRE_203_6000805,1,0.9870170447541272,0.9978,0.8183,36.57702354677616,0.0568209700286388,1,t1
brain_AXT1PRE_203_6000805,2,0.9763204417726202,0.9971,0.7966,36.58640175791832,0.0662958696484565,1,t1
